name,is_business,license_number,type,company,city,state,zip,county,licensed_since,expires,disciplined
Hageman Bros Realty Group Inc,True,478010993,LICENSED REAL ESTATE BROKER CORPORATION,Hageman Bros Realty Group Inc,Wheeling,IL,60090,Cook,03/12/2004,10/31/2026,N
Rlb Realty Group Inc,True,478006704,LICENSED REAL ESTATE BROKER CORPORATION,Rlb Realty Group Inc,Chicago,IL,60608,Cook,03/24/1990,10/31/2026,N
Cushman & Wakefield Us Inc,True,478006844,LICENSED REAL ESTATE BROKER CORPORATION,Colliers Turley Martin,Chicago,IL,60606,Cook,07/14/1990,10/31/2026,N
Master Realty Inc,True,478006855,LICENSED REAL ESTATE BROKER CORPORATION,Master Realty Inc,Riverwoods,IL,60015,Lake,07/20/1990,10/31/2026,N
Crs Management Inc,True,478006943,LICENSED REAL ESTATE BROKER CORPORATION,Crs Management Inc,Western Springs,IL,60558,Cook,10/12/1990,10/31/2026,N
New Age Realty Inc,True,478007021,LICENSED REAL ESTATE BROKER CORPORATION,Century 21 Universal Real Estate,Chicago,IL,60645,Cook,01/15/1991,10/31/2026,N
The Heritage Realty Group Inc,True,478007062,LICENSED REAL ESTATE BROKER CORPORATION,The Heritage Realty Group Inc,Barrington,IL,60010,Lake,02/26/1991,10/31/2026,N
Draper And Kramer Inc,True,478000651,LICENSED REAL ESTATE BROKER CORPORATION,Draper And Kramer Inc,Chicago,IL,60603,Cook,03/31/1996,10/31/2026,N
Roppolo Realty Inc,True,478001050,LICENSED REAL ESTATE BROKER CORPORATION,Roppolo Realty Inc,Norridge,IL,60706,Cook,03/31/1996,10/31/2026,N
Bennett & Covey Inc,True,478001590,LICENSED REAL ESTATE BROKER CORPORATION,Daniel & Associates Real Estate Inc,West Chicago,IL,60185,Dupage,05/23/1973,10/31/2026,N
Coachlight Realty Inc,True,478001716,LICENSED REAL ESTATE BROKER CORPORATION,Coachlight Realty Inc,Niles,IL,60714,Cook,04/11/1974,10/31/2026,N
Spring Realty Inc,True,478002332,LICENSED REAL ESTATE BROKER CORPORATION,Spring Realty Inc,Shorewood,IL,60404,Will,11/29/1976,10/31/2026,N
Nordic Properties Ltd,True,478007119,LICENSED REAL ESTATE BROKER CORPORATION,United States Development Corp,Grayslake,IL,60030,Lake,04/12/1991,10/31/2026,N
J Vassiliades & Co,True,478007153,LICENSED REAL ESTATE BROKER CORPORATION,J Vassiliades & Co,River Forest,IL,60305,Cook,05/15/1991,10/31/2026,N
Jasper Rlty Corp,True,478002778,LICENSED REAL ESTATE BROKER CORPORATION,Jasper Rlty Corp,Park Ridge,IL,60068,Cook,08/31/1978,10/31/2026,N
Mark Goodman And Assocs Inc,True,478002779,LICENSED REAL ESTATE BROKER CORPORATION,Mark Goodman And Assocs Inc,Chicago,IL,60611,,08/31/1978,10/31/2026,N
Long Rlty Inc,True,478002800,LICENSED REAL ESTATE BROKER CORPORATION,Long Rlty Inc,Westmont,IL,60559,Dupage,09/19/1978,10/31/2026,N
Homeland Realty Inc,True,478007215,LICENSED REAL ESTATE BROKER CORPORATION,Homeland Realty Inc,Skokie,IL,60077,Cook,07/24/1991,10/31/2026,N
Ash Realty Brokerage Llc,True,478007236,LICENSED REAL ESTATE BROKER CORPORATION,Ash Realty Brokerage Llc,Northbrook,IL,60062,,08/27/1991,10/31/2026,N
American Heritage Referral Corporation,True,478007484,LICENSED REAL ESTATE BROKER CORPORATION,American Heritage Referral Corporation,Elk Grove Village,IL,60007,Cook,08/10/1992,10/31/2026,N
North Clybourn Group Inc,True,478007573,LICENSED REAL ESTATE BROKER CORPORATION,Ncg Chicago,Chicago,IL,60647,Cook,12/15/1992,10/31/2026,N
Wesley Realty Group Inc,True,478007711,LICENSED REAL ESTATE BROKER CORPORATION,Wesley Realty Group Inc,Evanston,IL,60202,Cook,05/10/1993,10/31/2026,N
Long-Kogen Inc,True,478007735,LICENSED REAL ESTATE BROKER CORPORATION,Long-Kogen Inc,Chicago,IL,60645,Cook,05/19/1993,10/31/2026,N
Dixon Realtors Inc,True,478007816,LICENSED REAL ESTATE BROKER CORPORATION,Dixon Realtors Inc,Elmhurst,IL,60126,Dupage,09/02/1993,10/31/2026,N
Lopata And Company,True,478007929,LICENSED REAL ESTATE BROKER CORPORATION,Lopata And Company,Downers Grove,IL,60515,Dupage,02/02/1994,10/31/2026,N
J D Partners Inc,True,478008043,LICENSED REAL ESTATE BROKER CORPORATION,J D Partners Inc,Des Plaines,IL,60018,Cook,07/09/1994,10/31/2026,N
Ettinger Realty Ltd,True,478003708,LICENSED REAL ESTATE BROKER CORPORATION,Ettinger Realty Ltd,Lincolnwood,IL,60712,Cook,07/29/1981,10/31/2026,N
Building People Inc,True,478008129,LICENSED REAL ESTATE BROKER CORPORATION,Building People Inc,Chicago,IL,60614,Cook,11/02/1994,10/31/2026,N
Golden Rule Rlty Inc,True,478003715,LICENSED REAL ESTATE BROKER CORPORATION,Golden Rule Rlty Inc,Chicago,IL,60645,Cook,08/18/1981,10/31/2026,N
Urban Equities Re Consultants Inc,True,478003771,LICENSED REAL ESTATE BROKER CORPORATION,Urban Equities Re Consultants Inc,Chicago,IL,60660,Cook,12/01/1981,10/31/2026,N
Sir Sid Realty Ltd,True,478008302,LICENSED REAL ESTATE BROKER CORPORATION,Sir Sid Realty Ltd,Chicago,IL,60651,Cook,05/16/1995,10/31/2026,N
Gold & Azen Realty Inc,True,478008406,LICENSED REAL ESTATE BROKER CORPORATION,Gold & Azen Realty Inc,Buffalo Grove,IL,60089,Cook,10/24/1995,10/31/2026,N
The Building Group Inc,True,478008417,LICENSED REAL ESTATE BROKER CORPORATION,The Building Group Inc,Chicago,IL,60610,Cook,11/14/1995,10/31/2026,N
Berkson & Sons Ltd,True,478008426,LICENSED REAL ESTATE BROKER CORPORATION,Berkson & Sons Ltd,Northbrook,IL,60062,Cook,12/02/1995,10/31/2026,N
Us Realtors Ltd,True,478008439,LICENSED REAL ESTATE BROKER CORPORATION,Us Realtors Ltd,Des Plaines,IL,60016,Cook,12/19/1995,10/31/2026,N
Tbs Development Services Group Inc,True,478008460,LICENSED REAL ESTATE BROKER CORPORATION,Tbs Development Services Group Inc,River Forest,IL,60305,Cook,01/22/1996,10/31/2026,N
Century 21 Purdum-Epperson Inc,True,478008529,LICENSED REAL ESTATE BROKER CORPORATION,Century 21 Purdum-Epperson Inc,Macomb,IL,61455,Mcdonough,05/03/1996,10/31/2026,N
Nhs Property Management Inc,True,478008548,LICENSED REAL ESTATE BROKER CORPORATION,Nhs Property Management Inc,Peoria,IL,61614,Peoria,05/10/1996,10/31/2026,N
Jim Cleveland Real Estate Inc,True,478008553,LICENSED REAL ESTATE BROKER CORPORATION,Re/Max Executive Plus,Decatur,IL,62521,Macon,05/10/1996,10/31/2026,N
Sara Storckman Realty Inc,True,478008578,LICENSED REAL ESTATE BROKER CORPORATION,Sara Storckman Realty Inc,Mount Carmel,IL,62863,Wabash,06/06/1996,10/31/2026,N
Horwitz & Co Incorporated,True,478008698,LICENSED REAL ESTATE BROKER CORPORATION,Horwitz & Co Incorporated,Chicago,IL,60661,Cook,10/18/1996,10/31/2026,Y
The Elite Real Estate Co Inc,True,478008728,LICENSED REAL ESTATE BROKER CORPORATION,The Elite Real Estate Co Inc,Hillside,IL,60162,Cook,12/11/1996,10/31/2026,N
Sab-Net Realty Corporation,True,478008776,LICENSED REAL ESTATE BROKER CORPORATION,Sab-Net Realty Corporation,Norridge,IL,60706,,02/19/1997,10/31/2026,N
Speckman Realty Inc,True,478008787,LICENSED REAL ESTATE BROKER CORPORATION,Berkshire Hathaway Home Services Speckman Realty,Bourbonnais,IL,60914,Kankakee,02/26/1997,10/31/2026,N
Arrow Real Estate Inc,True,478008868,LICENSED REAL ESTATE BROKER CORPORATION,Arrow Real Estate Inc,Kewanee,IL,61443,Henry,06/16/1997,10/31/2026,N
Legacy Real Estate Inc,True,478008953,LICENSED REAL ESTATE BROKER CORPORATION,Legacy Real Estate Inc,Yorkville,IL,60560,Kendall,09/22/1997,10/31/2026,N
Mark Twain Real Estate Service,True,478008979,LICENSED REAL ESTATE BROKER CORPORATION,Mark Twain Real Estate Service,Mounds,IL,62964,Pulaski,10/30/1997,10/31/2026,N
Mansion View Real Estate Inc,True,478009021,LICENSED REAL ESTATE BROKER CORPORATION,Mansion View Real Estate Inc,Chicago,IL,60634,Cook,01/16/1998,10/31/2026,N
Worldwide Realty Group Inc,True,478009046,LICENSED REAL ESTATE BROKER CORPORATION,Worldwide Realty Group Inc,Burbank,IL,60459,Cook,02/05/1998,10/31/2026,N
Landmark And Property Group Inc,True,478009133,LICENSED REAL ESTATE BROKER CORPORATION,Landmark And Property Group Inc,Chicago,IL,60608,Cook,05/22/1998,10/31/2026,N
Ltv Real Estate Services Ltd,True,478009194,LICENSED REAL ESTATE BROKER CORPORATION,Ltv Real Estate Services Ltd,Chicago,IL,60631,Cook,08/07/1998,10/31/2026,N
Prairie Management & Development Inc,True,478009207,LICENSED REAL ESTATE BROKER CORPORATION,Prairie Management & Development Inc,Chicago,IL,60601,Cook,08/19/1998,10/31/2026,N
Beata Realty Inc,True,478009208,LICENSED REAL ESTATE BROKER CORPORATION,Beata Realty Inc,Niles,IL,60714,Cook,08/20/1998,10/31/2026,N
Majestic Real Estate Company,True,478009233,LICENSED REAL ESTATE BROKER CORPORATION,Majestic Real Estate Company,Chicago,IL,60637,Cook,09/23/1998,10/31/2026,N
Bliss-Marc International Corp,True,478009236,LICENSED REAL ESTATE BROKER CORPORATION,Bliss-Marc International Corp,Morton Grove,IL,60053,Cook,09/29/1998,10/31/2026,N
Tnt Realty Inc,True,478009298,LICENSED REAL ESTATE BROKER CORPORATION,Realty Executives Select,Mchenry,IL,60050,,01/14/1999,10/31/2026,N
Provident Realty Inc,True,478009302,LICENSED REAL ESTATE BROKER CORPORATION,Provident Realty Inc,Schaumburg,IL,60173,Cook,01/21/1999,10/31/2026,N
Stellar Properties Inc,True,478009303,LICENSED REAL ESTATE BROKER CORPORATION,Stellar Properties Inc,Bloomingdale,IL,60108,Dupage,01/21/1999,10/31/2026,N
Excel Real Estate Management Inc,True,478009326,LICENSED REAL ESTATE BROKER CORPORATION,Excel Real Estate Management Inc,Bloomington,IL,61701,Mclean,02/02/1999,10/31/2026,N
Hansen Radler Realty Ltd,True,478009421,LICENSED REAL ESTATE BROKER CORPORATION,Hansen Radler Realty Ltd,Skokie,IL,60076,Cook,06/10/1999,10/31/2026,N
Bottom-Fish Inc,True,478009443,LICENSED REAL ESTATE BROKER CORPORATION,Bottom-Fish Inc,Chicago,IL,60645,Cook,07/06/1999,10/31/2026,N
Investment Property Consultants Inc,True,478009536,LICENSED REAL ESTATE BROKER CORPORATION,Investment Property Consultants Inc,La Grange,IL,60525,Cook,10/29/1999,10/31/2026,N
Rdr Realty Inc,True,478009600,LICENSED REAL ESTATE BROKER CORPORATION,Rdr Realty Inc,Chicago,IL,60614,Cook,02/03/2000,10/31/2026,N
First Chicago Realty Corp,True,478009608,LICENSED REAL ESTATE BROKER CORPORATION,"Weichert, Realtors-First Chicago",Chicago,IL,60654,Cook,02/22/2000,10/31/2026,N
Mchugh Development & Construction Inc,True,478009615,LICENSED REAL ESTATE BROKER CORPORATION,Mchugh Development & Construction Inc,Chicago,IL,60610,Cook,03/01/2000,10/31/2026,N
Prestwick Properties Inc,True,478009678,LICENSED REAL ESTATE BROKER CORPORATION,Lincoln-Way Select Properties,Frankfort,IL,60423,Will,04/19/2000,10/31/2026,N
First Western Properties Inc,True,478009679,LICENSED REAL ESTATE BROKER CORPORATION,First Western Properties Inc,Chicago,IL,60607,Cook,04/25/2000,10/31/2026,N
Windy City Realty Corp,True,478009717,LICENSED REAL ESTATE BROKER CORPORATION,Windy City Realty Corp,Chicago,IL,60645,Cook,06/06/2000,10/31/2026,N
Cmk Realty Corporation,True,478009751,LICENSED REAL ESTATE BROKER CORPORATION,Cmk Realty Corporation,Chicago,IL,60654,Cook,07/19/2000,10/31/2026,N
Campo Realty Inc,True,478009840,LICENSED REAL ESTATE BROKER CORPORATION,Campo Realty Inc,Pawnee,IL,62558,Sangamon,12/27/2000,10/31/2026,N
Realstar Realty Inc,True,478009857,LICENSED REAL ESTATE BROKER CORPORATION,Realstar Realty Inc,Wheaton,IL,60187,Dupage,01/16/2001,10/31/2026,N
Prospect Equities Inc,True,478009961,LICENSED REAL ESTATE BROKER CORPORATION,Prospect Equities Inc,Chicago,IL,60611,Cook,06/05/2001,10/31/2026,N
Ozment Real Estate Inc,True,478009983,LICENSED REAL ESTATE BROKER CORPORATION,Ozment Real Estate Inc,Harrisburg,IL,62946,Saline,07/12/2001,10/31/2026,N
Scott A Farmer Inc,True,478010111,LICENSED REAL ESTATE BROKER CORPORATION,Farmer And Company Real Estate,Metropolis,IL,62960,Massac,02/06/2002,10/31/2026,Y
Gibson Investment Inc,True,478010115,LICENSED REAL ESTATE BROKER CORPORATION,Cns Real Estate Inc,Lake Forest,IL,60045,Lake,02/11/2002,10/31/2026,N
Illinois Property Solutions Inc,True,478010333,LICENSED REAL ESTATE BROKER CORPORATION,Illinois Property Solutions Inc,Naperville,IL,60563,Dupage,09/18/2002,10/31/2026,N
Suburban Realty Inc,True,478010356,LICENSED REAL ESTATE BROKER CORPORATION,Suburban Realty Inc.,Orland Park,IL,60462,Cook,10/17/2002,10/31/2026,N
Equity Market Realty,True,478010363,LICENSED REAL ESTATE BROKER CORPORATION,Equity Market Realty,Chicago,IL,60659,Cook,10/21/2002,10/31/2026,N
Stony Creek Brokerage Inc,True,478010429,LICENSED REAL ESTATE BROKER CORPORATION,Castle Rock Residential Real Estate,South Elgin,IL,60177,Kane,12/17/2002,10/31/2026,N
Procure Realty Group Inc,True,478010465,LICENSED REAL ESTATE BROKER CORPORATION,Procure Realty Group Inc,Niles,IL,60714,Cook,01/24/2003,10/31/2026,N
Wadsworth Realty Company,True,478010503,LICENSED REAL ESTATE BROKER CORPORATION,Wadsworth Realty Company,Wadsworth,IL,60083,Lake,02/19/2003,10/31/2026,N
All Pro Real Estate Inc,True,478010527,LICENSED REAL ESTATE BROKER CORPORATION,Century 21 All Pro Real Estate,Mount Vernon,IL,62864,Jefferson,02/26/2003,10/31/2026,N
Royal Illinois Real Estate Inc,True,478010577,LICENSED REAL ESTATE BROKER CORPORATION,Royal Illinois Real Estate Inc,Batavia,IL,60510,,03/25/2003,10/31/2026,N
Cawley Commercial Real Estate Company,True,478010692,LICENSED REAL ESTATE BROKER CORPORATION,Cawley Chicago Commercial Real Estate,Oakbrook Terrace,IL,60181,Dupage,07/03/2003,10/31/2026,N
First United Realtors Inc,True,478010693,LICENSED REAL ESTATE BROKER CORPORATION,First United Realtors Inc,Summit,IL,60501,Cook,07/07/2003,10/31/2026,N
George R Weller & Assoc Inc,True,478010697,LICENSED REAL ESTATE BROKER CORPORATION,George R Weller & Assoc Inc,Danville,IL,61832,Vermilion,07/08/2003,10/31/2026,N
Karama Inc,True,478010744,LICENSED REAL ESTATE BROKER CORPORATION,Karama Realty,Homewood,IL,60430,Cook,08/20/2003,10/31/2026,N
S Adams Agency Inc,True,478010756,LICENSED REAL ESTATE BROKER CORPORATION,S Adams Agency Inc,Alton,IL,62002,Madison,08/27/2003,10/31/2026,N
Dls Realty Inc,True,478010767,LICENSED REAL ESTATE BROKER CORPORATION,Dls Realty Inc,Naperville,IL,60540,Dupage,09/12/2003,10/31/2026,N
Philip E Dressen Realtors Inc,True,478010773,LICENSED REAL ESTATE BROKER CORPORATION,Philip E Dressen Realtors Inc,Pana,IL,62557,Christian,09/12/2003,10/31/2026,N
Results Realty Illinois Inc,True,478010849,LICENSED REAL ESTATE BROKER CORPORATION,Mark Allen Era Powered,St Charles,IL,60174,Kane,11/12/2003,10/31/2026,N
Oz Realty Online Inc,True,478010894,LICENSED REAL ESTATE BROKER CORPORATION,Oz Realty Group,Clarendon Hills,IL,60514,Dupage,01/08/2004,10/31/2026,N
Koral Realty,True,478010903,LICENSED REAL ESTATE BROKER CORPORATION,Koral Realty,Chicago,IL,60625,Cook,01/15/2004,10/31/2026,N
Lake Shore Drive Realty Inc,True,478010930,LICENSED REAL ESTATE BROKER CORPORATION,Lake Shore Drive Realty Inc,Gurnee,IL,60031,Lake,02/05/2004,10/31/2026,N
Lakeside Realty Inc,True,478010963,LICENSED REAL ESTATE BROKER CORPORATION,Lakeside Realty Inc,Barrington,IL,60010,Lake,03/02/2004,10/31/2026,N
Schulz Properties Ltd,True,478010995,LICENSED REAL ESTATE BROKER CORPORATION,Schulz Properties Ltd,Downers Grove,IL,60515,Dupage,03/16/2004,10/31/2026,N
Concrete Realty Inc,True,478011043,LICENSED REAL ESTATE BROKER CORPORATION,Concrete Realty Inc,Chicago,IL,60610,Cook,04/12/2004,10/31/2026,N
Anchor Realty Group Inc,True,478011092,LICENSED REAL ESTATE BROKER CORPORATION,Anchor Realty Group Inc,Chicago,IL,60628,Cook,05/13/2004,10/31/2026,N
Teaco Properties Inc,True,478011104,LICENSED REAL ESTATE BROKER CORPORATION,Teaco Properties Inc,Westmont,IL,60559,Dupage,05/21/2004,10/31/2026,N
Avenue 1 Realty Group Inc,True,478011119,LICENSED REAL ESTATE BROKER CORPORATION,Aorg Commercial Inc,Forest Park,IL,60130,Cook,05/28/2004,10/31/2026,Y
Excel Real Estate Inc,True,478011133,LICENSED REAL ESTATE BROKER CORPORATION,Excel Real Estate Inc,Naperville,IL,60565,Dupage,06/08/2004,10/31/2026,N
Finish Line Realty Inc,True,478011219,LICENSED REAL ESTATE BROKER CORPORATION,Finish Line Realty Inc,Palos Hills,IL,60465,Cook,07/26/2004,10/31/2026,N
Abed Real Estate Corporation,True,478011264,LICENSED REAL ESTATE BROKER CORPORATION,Abed Real Estate Corporation,Orland Park,IL,60462,Cook,08/19/2004,10/31/2026,N
Ralph G Paslay,True,478011275,LICENSED REAL ESTATE BROKER CORPORATION,Ralph G Paslay,Bethalto,IL,62010,Madison,08/25/2004,10/31/2026,N
Cabanban Rubin & Mayberry Llc,True,481011778,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Cr&M,Chicago,IL,60618,Cook,10/21/2011,10/31/2026,N
Solution Key Realty Llc,True,481011786,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,United Real Estate Elite,Orland Park,IL,60462,Cook,11/16/2011,10/31/2026,N
Acclaimed Partners Llc,True,481011800,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Re/Max Acclaimed,Peoria Heights,IL,61616,,12/14/2011,10/31/2026,N
Willard Jones Real Estate Llc,True,481011808,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Willard Jones Real Estate Llc,Chicago,IL,60661,Cook,01/10/2012,10/31/2026,N
Trp Realty Llc,True,481011846,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Trp Realty Llc,Chicago,IL,60608,Cook,05/08/2012,10/31/2026,N
Mackin Advisors Llc,True,481011855,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Mackin Advisors Llc,Chicago,IL,60603,Cook,05/25/2012,10/31/2026,N
Fewz Llc,True,481011868,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Fewz Llc,Chicago,IL,60654,Cook,06/06/2012,10/31/2026,N
Enr Realty & Management Company  Llc,True,481011886,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Enr Realty & Management Company  Llc,Elgin,IL,60124,Kane,07/16/2012,10/31/2026,N
Peak Properties Llc,True,481011907,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Peak Properties Llc,Chicago,IL,60618,Cook,08/10/2012,10/31/2026,N
Silaba Llc,True,481011940,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Us House Realty,Lombard,IL,60148,Dupage,10/12/2012,10/31/2026,N
The Margie Smigel Group Llc,True,481011978,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,The Margie Smigel Group Llc,Chicago,IL,60605,Cook,02/04/2013,10/31/2026,N
Get Moving Realty Llc,True,481012029,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Get Moving Realty Llc,Village Of Lakewod,IL,60014,Mchenry,05/28/2013,10/31/2026,N
Envision Realty Advisors Midwest,True,481012046,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Envision Realty Advisors Midwest,Lake Bluff,IL,60044,Lake,06/26/2013,10/31/2026,N
High Fidelity Property Management,True,481012101,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,High Fidelity Realty,Chicago,IL,60614,Cook,10/24/2013,10/31/2026,N
Sun Realty Group Llc,True,481012105,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Sun Realty Group Llc,Frankfort,IL,60423,Will,11/01/2013,10/31/2026,N
Fwre Llc,True,481012110,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Foster & Williams Real Estate,Plainfield,IL,60585,Will,11/20/2013,10/31/2026,N
The Kenmore Group Llc,True,481012113,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,The Kenmore Group Llc,Chicago,IL,60613,,12/06/2013,10/31/2026,N
Ware Realty Group Llc,True,481012135,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Ware Realty Group Llc,Chicago,IL,60615,Cook,01/24/2014,10/31/2026,N
Outreach Realty Llc,True,481012178,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Outreach Realty Llc,Ingleside,IL,60041,Lake,04/16/2014,10/31/2026,N
Icg-Chicago Llc,True,481012155,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Icore Global,Hoffman Estates,IL,60192,Cook,02/27/2014,10/31/2026,N
Prince Realty Group Llc,True,481012203,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Prince Realty Group Llc,Chicago,IL,60637,Cook,06/11/2014,10/31/2026,N
Gutjahr Realty Llc,True,481012219,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Gutjahr Realty Llc,Coulterville,IL,62237,Randolph,07/28/2014,10/31/2026,N
Sterling Bay Realty Llc,True,481012262,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Sterling Bay Realty Llc,Chicago,IL,60607,Cook,11/19/2014,10/31/2026,N
Yellow Star Residential Llc,True,481012292,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Yellow Star Residential Llc,Arlington Heights,IL,60004,,01/26/2015,10/31/2026,N
Shepherd Group Llc,True,481012299,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Shepherd Group Llc,Naperville,IL,60563,Dupage,02/04/2015,10/31/2026,N
Zima Realty Llc,True,481012305,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Zima Realty,Chicago,IL,60601,Cook,02/19/2015,10/31/2026,N
Oak Leaf Realty Llc,True,481012319,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Oak Leaf Realty Llc,Frankfort,IL,60423,Will,03/18/2015,10/31/2026,N
Donahue Commercial Real Estate Llc,True,481012343,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Donahue Commercial Real Estate Llc,Chicago,IL,60630,Cook,05/08/2015,10/31/2026,N
Christopher Horne Properties,True,481012352,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Christopher Horne Properties,Chicago,IL,60641,Cook,05/20/2018,10/31/2026,N
Rocket Realty Llc,True,481012388,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Rocket Realty Llc,Batavia,IL,60510,Kane,07/20/2015,10/31/2026,N
Exit Strategists Llc,True,481012413,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Exit Strategists Llc,Des Plaines,IL,60016,Cook,09/23/2015,10/31/2026,N
Flowers Realty Services Llc,True,481012419,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Flowers Realty Services Llc,Naperville,IL,60563,Dupage,10/15/2015,10/31/2026,N
Home Sweet Home Ryan Realty Llc,True,481012451,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Home Sweet Home Ryan Realty Llc,Barrington,IL,60010,Cook,12/09/2015,10/31/2026,N
Neighborhoods.Com Llc,True,481012453,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,55 Places,Chicago,IL,60661,Cook,12/09/2015,10/31/2026,N
Onpoint Realty Group Llc,True,481012527,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Onpoint Realty Group Llc,Tinley Park,IL,60477,Cook,05/26/2016,10/31/2026,N
Firstkey Homes Of Illinois Llc,True,481012549,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Firstkey Homes Of Illinois Llc,Lombard,IL,60148,Dupage,07/18/2016,10/31/2026,N
Simply Modern Realtor Llc,True,481012571,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Simply Modern Realtor Llc,Plainfield,IL,60585,Will,10/05/2016,10/31/2026,N
Hrg Realty Management Llc,True,481012575,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Horizon Realty Group,Chicago,IL,60640,Cook,10/12/2016,10/31/2026,N
Same Height International Llc,True,481012580,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Same Height International Llc,Deer Park,IL,60010,Lake,10/17/2016,10/31/2026,N
Trips Realty Llc,True,481012603,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Trips Realty Llc,Mount Prospect,IL,60056,Cook,11/28/2016,10/31/2026,N
Triton Realty Group Llc,True,481012607,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Triton Realty Group Llc,Chicago,IL,60625,Cook,12/06/2016,10/31/2026,N
Rci Realty Llc,True,481012628,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Rci Realty Llc,Chicago,IL,60646,Cook,01/12/2017,10/31/2026,N
Leverage Investments Llc,True,481012641,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Lpm Group Llc,Tinley Park,IL,60477,Cook,02/05/2017,10/31/2026,N
"Equity Premier Real Estate, Llc",True,481012660,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Equity Premier Real Estate, Llc",Geneva,IL,60134,Kane,03/08/2017,10/31/2026,N
Sepulveda Realty Llc,True,481012688,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Sepulveda Realty Llc,Chicago,IL,60651,Cook,03/31/2017,10/31/2026,N
Joe Wright Enterprises Llc,True,481012721,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,City And Field Real Estate,Chicago,IL,60625,Cook,05/30/2017,10/31/2026,N
Majestic Realty Services Llc,True,481012751,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Majestic Realty Services Llc,Chicago Heights,IL,60411,Cook,08/17/2017,10/31/2026,N
Talaga Realty Llc,True,481012765,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Talaga Realty Llc,Joliet,IL,60404,Will,09/13/2017,10/31/2026,N
Holt Residential Llc,True,481012766,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Holt Residential Llc,Chicago,IL,60616,Cook,09/14/2017,10/31/2026,N
Matthew J Schmidt Real Estate Llc,True,481012779,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Earned Run Real Estate Group,Lombard,IL,60148,Dupage,09/22/2017,10/31/2026,N
North Park Realty Group Llc,True,481012803,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,North Park Realty Group Llc,Chicago,IL,60622,Cook,11/29/2017,10/31/2026,N
Four Seasons Homes Llc,True,481012821,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Four Seasons Homes Llc,Vernon Hills,IL,60061,Lake,01/08/2018,10/31/2026,N
"Paul Luxury Homes, Llc",True,481012826,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Paul Luxury Homes, Llc",Woodridge,IL,60517,Dupage,02/05/2018,10/31/2026,N
Herman Brothers Realty Llc,True,481012835,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Herman Brothers Realty Llc,Hanna City,IL,61536,Peoria,02/26/2018,10/31/2026,N
