name,is_business,license_number,type,company,city,state,zip,county,licensed_since,expires,disciplined
Paramount Properties Inc,True,478007920,LICENSED REAL ESTATE BROKER CORPORATION,Paramount Properties Inc,Saint Charles,IL,60174,Kane,01/18/1994,10/31/2026,N
Scorpius Inc,True,478012245,LICENSED REAL ESTATE BROKER CORPORATION,Century 21 House Of Realty,Marion,IL,62959,Williamson,04/05/2006,10/31/2026,N
Virtual Realty Group Inc,True,478007946,LICENSED REAL ESTATE BROKER CORPORATION,Virtual Realty Group Inc,Chicago,IL,60618,Cook,02/28/1994,10/31/2026,N
Advanced Brokerage Corp,True,478012277,LICENSED REAL ESTATE BROKER CORPORATION,Realtymind.Com,Round Lake,IL,60073,Lake,04/19/2006,10/31/2026,N
Infiniti Realty & Development Inc,True,478012297,LICENSED REAL ESTATE BROKER CORPORATION,Infiniti Realty & Development Inc,Roselle,IL,60172,,05/10/2006,10/31/2026,N
Amber Realty Inc,True,478012378,LICENSED REAL ESTATE BROKER CORPORATION,Amber Realty Inc,Inverness,IL,60067,Cook,06/21/2006,10/31/2026,N
Realty Representatives Inc,True,478012379,LICENSED REAL ESTATE BROKER CORPORATION,Realty Representatives Inc,Joliet,IL,60431,Will,06/21/2006,10/31/2026,N
Panther Pro Realty Inc,True,478012397,LICENSED REAL ESTATE BROKER CORPORATION,Panther Pro Realty Inc,Skokie,IL,60077,Cook,06/30/2006,10/31/2026,N
V B Enterprises Inc,True,478008188,LICENSED REAL ESTATE BROKER CORPORATION,V B Enterprises Inc,South Barrington,IL,60010,Cook,01/06/1995,10/31/2026,N
Diamond Properties Realty Ltd,True,478012414,LICENSED REAL ESTATE BROKER CORPORATION,Diamond Properties Realty Ltd,Chicago,IL,60622,Cook,07/11/2006,10/31/2026,N
Illinois Executives Inc,True,478012422,LICENSED REAL ESTATE BROKER CORPORATION,Realty Executives Success,Shorewood,IL,60404,Will,07/18/2006,10/31/2026,N
Triumph Real Estate Inc,True,478012443,LICENSED REAL ESTATE BROKER CORPORATION,Triumph Real Estate Inc,Burr Ridge,IL,60527,Dupage,08/03/2006,10/31/2026,N
Cityview Management Inc,True,478008238,LICENSED REAL ESTATE BROKER CORPORATION,Cityview Management Inc,Lincolnwood,IL,60712,Cook,03/04/1995,10/31/2026,N
Broker Hill Llc,True,481013108,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Broker Hill Llc,Chicago,IL,60601,,05/22/2019,10/31/2026,N
4-M Management Inc,True,478008289,LICENSED REAL ESTATE BROKER CORPORATION,4-M Management Inc,Peoria,IL,61614,Peoria,05/01/1995,10/31/2026,N
Chicago Hospitality Club Llc,True,481013144,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Chicago Residence Club,Chicago,IL,60610,Cook,07/03/2019,10/31/2026,N
Jackie Debes Real Estate Llc,True,481013145,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Jackie Debes Real Estate Llc,Galena,IL,61036,Jo Daviess,07/08/2019,10/31/2026,N
Egp Realty Group Llc,True,481013148,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Egp Realty Group Llc,Chicago,IL,60649,Cook,07/11/2019,10/31/2026,N
Eden Real Estate Llc,True,481013188,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Eden Real Estate Llc,Mundelein,IL,60060,Lake,10/10/2019,10/31/2026,N
"Klh Realty, Llc",True,481013198,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Klh Realty, Llc",Chicago,IL,60653,Cook,11/04/2019,10/31/2026,N
Caton Property Management Llc,True,481013218,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Caton Property Management Llc,Naperville,IL,60540,Dupage,11/27/2019,10/31/2026,N
Success Realty Property Management Llc,True,481013239,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Success Realty Property Management Llc,Princeton,IL,61356,,01/07/2020,10/31/2026,N
D E Johnson & Associates Inc,True,478008340,LICENSED REAL ESTATE BROKER CORPORATION,D E Johnson & Associates Inc,Highland Park,IL,60035,Lake,06/21/1995,10/31/2026,N
Realty Professionals Group Inc,True,478008358,LICENSED REAL ESTATE BROKER CORPORATION,Realty Professionals Group Inc,Chicago,IL,60642,Cook,08/03/1995,10/31/2026,N
Recap Realty Llc,True,481013252,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Recap Realty Llc,Chicago,IL,60613,Cook,01/22/2020,10/31/2026,N
"Dependable Property Management, Llc",True,481013272,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Dependable Property Management, Llc",Sherrard,IL,61281,Mercer,02/27/2020,10/31/2026,N
River Birch Realty Llc,True,481013273,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,River Birch Realty Llc,Springfield,IL,62703,Sangamon,03/03/2020,10/31/2026,N
Oxford Real Estate Llc,True,481013330,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Oxford Real Estate Llc,Buffalso Grove,IL,60089,,05/15/2020,10/31/2026,N
Visions Manifested Realty Llc,True,481013337,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Visions Manifested Realty Llc,Chicago,IL,60606,Cook,05/22/2020,10/31/2026,N
"Chismarick Realty, Llc",True,481013339,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Chismarick Realty, Llc",Streator,IL,61364,Livingston,05/27/2020,10/31/2026,N
First Insite Realty Llc,True,481013352,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,First Insite Realty Llc,Deerfield,IL,60015,Lake,06/17/2020,10/31/2026,Y
Growth Together Llc,True,481013354,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Avenue Realty Associates Powered By Kw Pinnacle,O Fallon,IL,62269,Saint Clair,06/19/2020,10/31/2026,N
Core Capital Group Llc,True,481013357,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Core Capital Group Llc,Chicago,IL,60611,Cook,06/22/2020,10/31/2026,N
Ams Realty Group Inc,True,478008517,LICENSED REAL ESTATE BROKER CORPORATION,Ams Realty Group Inc,Glenview,IL,60026,Cook,04/30/1996,10/31/2026,N
On Point Realty Pros Llc,True,481013380,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,On Point Realty Pros Llc,Chicago,IL,60649,Cook,07/27/2020,10/31/2026,N
Generation Home Pro,True,481013386,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Generation Home Pro,Aurora,IL,60506,Kane,08/07/2020,10/31/2026,N
Utr Investments Llc,True,481013389,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Utr Investments Llc,Markham,IL,60428,Cook,08/13/2020,10/31/2026,N
M Fishman & Co,True,478008570,LICENSED REAL ESTATE BROKER CORPORATION,M Fishman & Co,Chicago,IL,60647,Cook,06/04/1996,10/31/2026,N
Sk Property Management Llc,True,481013394,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Hometown Property Management,Morris,IL,60450,,08/18/2020,10/31/2026,N
Regency Realtors Inc,True,478008577,LICENSED REAL ESTATE BROKER CORPORATION,Regency Realtors Inc,Naperville,IL,60563,Dupage,06/06/1996,10/31/2026,N
Redden+Mcdaniel,True,481013399,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Redden+Mcdaniel,Chicago,IL,60618,Cook,08/21/2020,10/31/2026,N
Infinity Realty Of Southern Illinois,True,481013401,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Infinity Realty Of Southern Illinois,Carbondale,IL,62901,,08/24/2020,10/31/2026,N
"Eight 10 Real Estate, Llc",True,481013423,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Backroad Land Group,Effingham,IL,62401,Effingham,09/23/2020,10/31/2026,N
Abracadabra Realty Llc,True,481013436,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Abracadabra Realty Llc,Lansing,IL,60438,Cook,10/19/2020,10/31/2026,N
Apartment Solutions Inc,True,478008648,LICENSED REAL ESTATE BROKER CORPORATION,Apartment Solutions Inc,Naperville,IL,60563,,08/22/1996,10/31/2026,N
Panno Realty Llc,True,481013468,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Panno Realty Llc,Pontiac,IL,61764,Livingston,12/08/2020,10/31/2026,N
Internet Real Estate Ltd,True,478008705,LICENSED REAL ESTATE BROKER CORPORATION,Internet Real Estate Ltd,Chicago,IL,60634,Cook,10/25/1996,10/31/2026,N
"Cirafici Real Estate, Llc",True,481013479,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Cirafici Real Estate, Llc",Carol Stream,IL,60188,,12/30/2020,10/31/2026,N
"Exp Commercial, Llc",True,481013491,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Exp Commercial, Llc",Chicago,IL,60642,Cook,01/14/2021,10/31/2026,N
Maple Avenue Real Estate Advisors Llc,True,481013495,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Maple Avenue Real Estate Advisors Llc,Evanston,IL,60201,Cook,01/19/2021,10/31/2026,N
Stone Real Estate Corporation,True,478008772,LICENSED REAL ESTATE BROKER CORPORATION,Stone Real Estate Corporation,Chicago,IL,60601,Cook,02/19/1997,10/31/2026,N
Gateway Commercial Real Estate Llc,True,481013573,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Gateway Commercial Real Estate Llc,Shiloh,IL,62269,Saint Clair,04/29/2021,10/31/2026,N
Whiteurst Properties Llc,True,481013627,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Whiteurst Properties Llc,Park Forest,IL,60466,Cook,07/06/2021,10/31/2026,N
Hp Property Management Llc,True,481013631,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Ivy Residences,Chicago,IL,60615,Cook,07/14/2021,10/31/2026,N
Firnkes Group Llc,True,481013641,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Firnkes Realty,Swansea,IL,62226,Saint Clair,07/29/2021,10/31/2026,N
Realty Services Consortium Llc,True,481013653,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Realty Services Consortium Llc,Chicago,IL,60619,Cook,08/23/2021,10/31/2026,N
"Bridges Home Realty, Llc",True,481013660,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Bridges Home Realty, Llc",Edwardsville,IL,62025,Madison,09/02/2021,10/31/2026,N
Tgz Realty Group,True,481013662,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Tgz Realty Group,Skokie,IL,60077,Cook,09/03/2021,10/31/2026,N
Checklist Homes Realty Llc,True,481013664,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Checklist Homes Realty Llc,Matteson,IL,60443,Cook,09/07/2021,10/31/2026,N
Metropolitan Realty & Investment Corp,True,478008871,LICENSED REAL ESTATE BROKER CORPORATION,Metropolitan Realty & Investment Corp,Chicago Ridge,IL,60415,Cook,06/16/1997,10/31/2026,N
Forefront Realty Llc,True,481013695,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Forefront Realty Llc,Morrison,IL,61270,Whiteside,10/28/2021,10/31/2026,N
Jm/R Referrals Inc,True,478008876,LICENSED REAL ESTATE BROKER CORPORATION,Jm/R Referrals Inc,Peoria,IL,61615,Peoria,06/23/1997,10/31/2026,N
Midwest Real Estate Brokerage Llc,True,481013711,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Midwest Real Estate Brokerage Llc,Chicago,IL,60652,Cook,11/24/2021,10/31/2026,N
Mi Casa Real Estate Inc,True,478008877,LICENSED REAL ESTATE BROKER CORPORATION,Primera Property Management,Chicago,IL,60632,Cook,06/27/1997,10/31/2026,N
Cent 21-The Advantage Real Estate Inc,True,478008880,LICENSED REAL ESTATE BROKER CORPORATION,Cent 21-The Advantage Real Estate Inc,Columbia,IL,62236,Monroe,06/30/1997,10/31/2026,N
Weiss Properties Inc,True,478008922,LICENSED REAL ESTATE BROKER CORPORATION,Weiss Properties Inc,Skokie,IL,60076,Cook,08/14/1997,10/31/2026,N
Sheehan Real Estate,True,481013767,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Sheehan Real Estate,Chicago,IL,60657,Cook,03/01/2022,10/31/2026,N
Oliver Madison And Company Realty Llc,True,481013768,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Oliver Madison And Company Realty Llc,Chicago,IL,60616,Cook,03/03/2022,10/31/2026,N
Bakers Realty Inc,True,478008949,LICENSED REAL ESTATE BROKER CORPORATION,Bakers Realty Inc,Chicago,IL,60619,Cook,09/18/1997,10/31/2026,N
"Core 3 Commercial Real Estate, Llc",True,481013778,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Svn Core 3 Commercial Real Estate,Bloomington,IL,61704,Mclean,03/09/2022,10/31/2026,N
Jacobson Advantage Inc,True,478008957,LICENSED REAL ESTATE BROKER CORPORATION,Jacobson Advantage Inc,Quincy,IL,62305,Adams,09/24/1997,10/31/2026,N
American Realty Illinois Llc,True,481013779,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,American Realty Illinois Llc,Sycamore,IL,60178,Dekalb,03/10/2022,10/31/2026,N
Youmu Ventures,True,481013810,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Youmu Ventures,Chicago,IL,60607,Cook,04/27/2022,10/31/2026,N
Ranch Realty Llc,True,481013845,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Ranch Realty Llc,Chicago,IL,60620,Cook,07/13/2022,10/31/2026,N
Home Sweet Home Realty #1,True,481013860,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Home Sweet Home Realty #1,Chicago,IL,60620,Cook,08/05/2022,10/31/2026,N
Washington Square Realtors Inc,True,478009044,LICENSED REAL ESTATE BROKER CORPORATION,Washington Square Realtors Inc,Ottawa,IL,61350,La Salle,02/04/1998,10/31/2026,N
"Verity Commercial, Llc",True,481013864,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Verity Commercial, Llc",Glen Ellyn,IL,60137,Dupage,08/19/2022,10/31/2026,N
New Chapter Real Estate,True,481013869,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,New Chapter Real Estate,Chicago,IL,60640,Cook,08/24/2022,10/31/2026,N
Ard Real Estate Pllc,True,481013883,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Ard Real Estate Pllc,Chicago,IL,60605,Cook,09/29/2022,10/31/2026,N
"Zsd Realty, Llc",True,481013900,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Zsd Realty, Llc",Chicago,IL,60657,Cook,10/25/2022,10/31/2026,N
Centre Court Properties Llc,True,481013941,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Centre Court Properties Llc,Justice,IL,60458,Cook,01/13/2023,10/31/2026,N
Power Moves Realty Llc,True,481013977,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Power Moves Realty Llc,Country Club Hills,IL,60478,Cook,03/14/2023,10/31/2026,N
"Kwill Re, Llc",True,481013982,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Kwill Re, Llc",Chicago,IL,60661,Cook,03/28/2023,10/31/2026,N
Carana Inc,True,478009152,LICENSED REAL ESTATE BROKER CORPORATION,Carana Properties,Chicago,IL,60646,Cook,06/15/1998,10/31/2026,N
New Enterprise Real Estate Llc,True,481014007,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Realty One Group Heartland,Homer Glen,IL,60491,Will,04/28/2023,10/31/2026,N
One Stop Real Estate Services,True,481014032,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,One Stop Real Estate Services,Chicago,IL,60606,,06/07/2023,10/31/2026,N
Lux Life Realty Llc,True,481014033,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Lux Life Realty Llc,Chicago,IL,60611,Cook,06/16/2023,10/31/2026,N
"Kcpb, Llc",True,481014037,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,King City Property Brokers,Mount Vernon,IL,62864,Jefferson,06/22/2023,10/31/2026,N
Up Realty Llc,True,481014064,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Up Realty Llc,Shabbona,IL,60550,Dekalb,08/08/2023,10/31/2026,N
Wish Realty Inc,True,478009215,LICENSED REAL ESTATE BROKER CORPORATION,Wish Realty Inc,Chicago,IL,60639,Cook,08/28/1998,10/31/2026,N
"Illinois Tre, Llc",True,481014075,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Stonecreek Communities,Fairview Heights,IL,62208,Saint Clair,09/05/2023,10/31/2026,N
Good Hope Properties Llc,True,481014080,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Good Hope Properties Llc,Long Grove,IL,60047,Lake,09/19/2023,10/31/2026,N
Dami Commercial Real Estate Services Llc,True,481014084,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Dami Commercial Real Estate Services Llc,Highland Park,IL,60035,Lake,09/22/2023,10/31/2026,N
Juniper Real Estate Llc,True,481014089,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Juniper Real Estate Llc,Chicago,IL,60654,Cook,09/28/2023,10/31/2026,N
Sturtevant 2K Real Estate Llc,True,481014090,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Sturtevant 2K Real Estate Llc,Rockford,IL,61114,Winnebago,10/03/2023,10/31/2026,N
"Ludes Real Estate, Llc",True,481014112,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Hexagon Real Estate,Diamond,IL,60416,Grundy,11/27/2023,10/31/2026,N
Mckibben Realty Llc,True,481014119,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Mckibben Realty Llc,Chicago,IL,60642,Cook,12/05/2023,10/31/2026,N
Gtwy Re Holding Limited,True,481014121,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Gtwy Re Holding Limited,Chicago,IL,60656,Cook,12/07/2023,10/31/2026,N
All Pro Realty & Investments Llc,True,481014134,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,1St Class Real Estate-All Pro,Round Lake,IL,60073,Lake,12/22/2023,10/31/2026,N
1St Union Realty Group Llc,True,481014147,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,1St Union Realty Group Llc,Chicago,IL,60611,Cook,01/24/2024,10/31/2026,N
Excel Realty Group Llc,True,481014150,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Excel Realty Group,Aurora,IL,60503,Will,01/31/2024,10/31/2026,N
Machlet Group Llc,True,481014151,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Re/Max Liberty,Elk Grove Village,IL,60007,Cook,02/01/2024,10/31/2026,N
95 Realty Llc,True,481014158,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,95 Realty Llc,Chicago,IL,60654,Cook,02/08/2024,10/31/2026,N
"Esm Realty Group, Llc",True,481014159,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Esm Realty Group, Llc",Plainfield,IL,60544,Will,02/09/2024,10/31/2026,N
Realty Elite Inc,True,478009338,LICENSED REAL ESTATE BROKER CORPORATION,Realty Executives Elite,Lemont,IL,60439,Dupage,02/20/1999,10/31/2026,N
Devise Property Group Llc,True,481014173,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Devise Property Group Llc,Oak Park,IL,60304,Cook,03/06/2024,10/31/2026,N
Dearborn Asset Mngnt Serv Inc,True,478009347,LICENSED REAL ESTATE BROKER CORPORATION,Dearborn Asset Mngnt Serv Inc,Chicago,IL,60608,Cook,03/03/1999,10/31/2026,N
Seagrape Capital Llc,True,481014209,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Seagrape Capital Llc,Lake Forest,IL,60045,Lake,05/09/2024,10/31/2026,N
Net Gain Realty Llc,True,481014232,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Net Gain Realty Llc,Chicago,IL,60643,Cook,06/11/2024,10/31/2026,N
"Trp Property Management, Llc",True,481014238,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Trp Property Management, Llc",Chicago,IL,60608,Cook,06/17/2024,10/31/2026,N
Michalke Realty Llc,True,481014248,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Live Laugh Illinois Real Estate Group,Shiloh,IL,62269,Saint Clair,07/12/2024,10/31/2026,N
"Seven Three One Realty, Llc",True,481014259,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Seven Three One Realty, Llc",Chicago,IL,60637,Cook,08/01/2024,10/31/2026,N
"Option Premier, Llc",True,481014262,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Option Premier, Llc",Chicago,IL,60607,Cook,08/01/2024,10/31/2026,N
Hammer4 Real Estate Services Llc,True,481014278,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Hammer4 Real Estate Services Llc,Chicago,IL,60606,Cook,09/23/2024,10/31/2026,N
Prime Mgt Realty Llc,True,481014303,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Prime Mgt Realty Llc,Chicago,IL,60615,Cook,10/24/2024,10/31/2026,N
"Reside Real Estate Holdings, Llc",True,481014304,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Reside Real Estate Holdings, Llc",Chicago,IL,60622,Cook,10/24/2024,10/31/2026,N
Rose Creek Realty Llc,True,481014314,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Rose Creek Realty Llc,Elizabethtown,IL,62931,Hardin,11/22/2024,10/31/2026,N
Palm Properties Inc,True,478009476,LICENSED REAL ESTATE BROKER CORPORATION,Palm Properties Inc,Chicago,IL,60657,Cook,08/11/1999,10/31/2026,N
Kisch Legacy Brokerage Llc,True,481014319,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Kisch Legacy Brokerage Llc,Elmhurst,IL,60126,Dupage,12/05/2024,10/31/2026,N
That'S A Wrap Realty Llc,True,481014320,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,That'S A Wrap Realty Llc,Effingham,IL,62401,Effingham,12/10/2024,10/31/2026,N
Ridgeline Sales Group Llc,True,481014330,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Ridgeline Sales Group Llc,Pittsfield,IL,62363,Pike,01/01/2025,10/31/2026,N
"Fulton Grace Property Management, Llc",True,481014350,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Fulton Grace Property Management, Llc",Chicago,IL,60657,Cook,02/10/2025,10/31/2026,N
Sleeping Bear Realty Llc,True,481014356,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Sleeping Bear Realty Llc,Glen Ellyn,IL,60137,Dupage,02/20/2025,10/31/2026,N
Sunhawk Properties Pllc,True,481014363,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Independent Property Consultants,Elmhurst,IL,60126,Dupage,02/27/2025,10/31/2026,N
Cortland Properties Inc,True,478009526,LICENSED REAL ESTATE BROKER CORPORATION,Cortland Properties Inc,Elmwood Park,IL,60707,Cook,10/15/1999,10/31/2026,N
West Branch Real Estate Llc,True,481014411,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,West Branch Real Estate Llc,Naperville,IL,60540,Dupage,04/30/2025,10/31/2026,N
Licensed Professionals Realty Group Llc,True,481014412,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Lp Realty,Chicago,IL,60605,Cook,04/30/2025,10/31/2026,N
Second Avenue Realty Illinois Llc,True,481014424,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Second Avenue Realty Illinois Llc,Chicago,IL,60606,Cook,05/15/2025,10/31/2026,N
"Emma Realty, Llc",True,481014434,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Emma Realty, Llc",Chicago,IL,60612,Cook,05/30/2025,10/31/2026,N
"Oakwood Realty Group, Llc",True,481014437,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Oakwood Realty Group, Llc",Barrington,IL,60010,Cook,06/04/2025,10/31/2026,N
Ashar Real Estate Group Llc,True,481014441,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Ashar Real Estate Group Llc,Downers Grove,IL,60515,Dupage,06/10/2025,10/31/2026,N
Mid Illinois Real Estate Referral Llc,True,481014458,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Mid Illinois Real Estate Referral Llc,Heyworth,IL,61745,,07/08/2025,10/31/2026,N
"Highmark Realty Group, Llc",True,481014464,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Highmark Realty Group, Llc",Chicago,IL,60625,Cook,07/14/2025,10/31/2026,N
Albanese Realty Corp,True,478009675,LICENSED REAL ESTATE BROKER CORPORATION,Albanese Realty Corp,Springfield,IL,62701,Sangamon,04/11/2000,10/31/2026,N
Breakthrough Realty Llc,True,481014486,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Breakthrough Realty Llc,Chicago,IL,60604,Cook,08/20/2025,10/31/2026,N
Grand Haven Realty Llc,True,481014505,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Grand Haven Realty Llc,Chicago,IL,60615,Cook,09/09/2025,10/31/2026,N
Nearby Properties Llc,True,481014509,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Nearby Properties Llc,Chicago,IL,60617,Cook,09/12/2025,10/31/2026,N
Real Estate Unlimited Inc,True,478009705,LICENSED REAL ESTATE BROKER CORPORATION,Real Estate Unlimited Inc,Charleston,IL,61920,Coles,05/22/2000,10/31/2026,N
Rentessa Llc,True,481014514,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Rentessa Llc,Chicago,IL,60625,Cook,09/18/2025,10/31/2026,N
555 Auctions,True,481014517,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,555 Auctions,Waterloo,IL,62298,Monroe,09/25/2025,10/31/2026,N
"Debbie Davis Realty, Llc",True,481014520,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Debbie Davis Realty, Llc",Frankfort,IL,60423,Will,10/08/2025,10/31/2026,N
Best Property Management Llc,True,481014522,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Best Living Chicago,Chicago,IL,60607,Cook,10/10/2025,10/31/2026,N
3G Realty Group Llc,True,481014529,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,3G Realty Group Llc,Homewood,IL,60430,Cook,10/22/2025,10/31/2026,N
Schramko Real Estate Corporation,True,478009753,LICENSED REAL ESTATE BROKER CORPORATION,Schramko Real Estate Corporation,Hinsdale,IL,60521,Dupage,07/21/2000,10/31/2026,N
M73 Real Estate Llc,True,481014532,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,M73 Real Estate Llc,Tinley Park,IL,60477,Cook,10/28/2025,10/31/2026,N
Blue Sky Partners Llc,True,481014537,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Blue Sky Partners Llc,Frankfort,IL,60423,Will,10/29/2025,10/31/2026,N
Carr & Hill Luxury Property Group Llc,True,481014539,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Carr & Hill Luxury Property Group Llc,Oak Lawn,IL,60453,Cook,11/03/2025,10/31/2026,N
Gloria Fields Realty Inc,True,478009779,LICENSED REAL ESTATE BROKER CORPORATION,Gloria Fields Realty Inc,Glen Carbon,IL,62034,Madison,08/30/2000,10/31/2026,N
Aa Management Llc,True,481014569,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,Aa Management Llc,Skokie,IL,60076,Cook,01/16/2026,10/31/2026,N
"Illinois Valley Property Management, Llc",True,481014570,LICENSED REAL ESTATE LIMITED LIABILITY FIRM,"Illinois Valley Property Management, Llc",Mendota,IL,61342,La Salle,01/16/2026,10/31/2026,N
Lucky Land Realty Incorp,True,478009846,LICENSED REAL ESTATE BROKER CORPORATION,Lucky Land Realty Incorp,Chicago,IL,60608,Cook,01/03/2001,10/31/2026,N
Hilltop Homes Inc,True,478009871,LICENSED REAL ESTATE BROKER CORPORATION,Hilltop Homes Inc,Woodridge,IL,60517,Dupage,02/05/2001,10/31/2026,N
Realzola Realty Inc,True,478009889,LICENSED REAL ESTATE BROKER CORPORATION,Realzola Realty Inc,Carpentersville,IL,60110,Kane,02/20/2001,10/31/2026,N
